# LAMMPS data file written by OVITO Pro 3.9.2-dev-HEAD-055ef65d

126 atoms
174 bonds
1 atom types
1 bond types

13.05 86.05 xlo xhi
15.05 70.8 ylo yhi
-0.1 0.0 zlo zhi

Atoms  # full

1 1 1 0.0 67.2775024414 70.8 -0.1
2 1 1 0.0 75.95 70.75 -0.1
3 1 1 0.0 71.6224975586 69.5 -0.1
4 1 1 0.0 81.975 67.925 -0.1
5 1 1 0.0 58.8101135254 67.9522460938 -0.1
6 1 1 0.0 78.05 66.65 -0.1
7 1 1 0.0 62.8919372559 66.7177429199 -0.1
8 1 1 0.0 54.65 65.45 -0.1
9 1 1 0.0 50.45 65.45 -0.1
10 1 1 0.0 84.0 64.25 -0.1
11 1 1 0.0 71.6224975586 64.3 -0.1
12 1 1 0.0 42.6898864746 64.2522460938 -0.1
13 1 1 0.0 75.9690490723 62.6119018555 -0.1
14 1 1 0.0 64.2104675293 62.6476745605 -0.1
15 1 1 0.0 47.3895355225 62.6476745605 -0.1
16 1 1 0.0 68.25 61.9 -0.1
17 1 1 0.0 35.0 61.95 -0.1
18 1 1 0.0 56.15 60.35 -0.1
19 1 1 0.0 82.9099975586 60.35 -0.1
20 1 1 0.0 40.1 60.35 -0.1
21 1 1 0.0 78.15 59.05 -0.1
22 1 1 0.0 27.9684204102 59.1 -0.1
23 1 1 0.0 60.55 59.05 -0.1
24 1 1 0.0 52.8 57.85 -0.1
25 1 1 0.0 47.4 57.85 -0.1
26 1 1 0.0 86.05 57.85 -0.1
27 1 1 0.0 33.2100006104 57.85 -0.1
28 1 1 0.0 20.5101119995 57.8477539063 -0.1
29 1 1 0.0 69.15 56.35 -0.1
30 1 1 0.0 24.5101119995 56.3522460938 -0.1
31 1 1 0.0 76.95 55.55 -0.1
32 1 1 0.0 40.1125 55.6 -0.1
33 1 1 0.0 72.9 54.35 -0.1
34 1 1 0.0 45.1147064209 54.35 -0.1
35 1 1 0.0 16.5199996948 54.3 -0.1
36 1 1 0.0 84.0 53.6142883301 -0.1
37 1 1 0.0 65.6 53.65 -0.1
38 1 1 0.0 60.55 53.65 -0.1
39 1 1 0.0 33.225 53.625 -0.1
40 1 1 0.0 80.6315795898 52.2 -0.1
41 1 1 0.0 52.7684204102 52.2 -0.1
42 1 1 0.0 37.45 52.25 -0.1
43 1 1 0.0 25.7101135254 52.1522460938 -0.1
44 1 1 0.0 57.9799987793 50.5 -0.1
45 1 1 0.0 29.7 50.45 -0.1
46 1 1 0.0 71.65 49.55 -0.1
